"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","rpm_mouse_1_female_mat_bl6","rpm_mouse_2_female_mat_bl6","rpm_mouse_4_female_mat_bl6","rpm_mouse_7_male_mat_bl6","rpm_mouse_8_male_mat_bl6","rpm_mouse_1_female_pat_cast","rpm_mouse_2_female_pat_cast","rpm_mouse_4_female_pat_cast","rpm_mouse_7_male_pat_cast","rpm_mouse_8_male_pat_cast"
"1700031F10Rik","ENSMUSG00000047046","6","MGP_CASTEiJ_G0004188","6",0,0,0,0,0,0,0,0,0,0
"1700031L13Rik","ENSMUSG00000099863","5","MGP_CASTEiJ_G0006523","5",0,0,0,0,0,0,0,0,0,0
"1700031M16Rik","ENSMUSG00000099353","15","MGP_CASTEiJ_G0021551","15",0,0,0,0,0,0,0,0,0,0
"1700031P21Rik","ENSMUSG00000100315","12","MGP_CASTEiJ_G0005222","12",0,0,0,0,0,0,0,0,0,0
"1700034E13Rik","ENSMUSG00000024532","18","MGP_CASTEiJ_G0023637","18",0,0,0,0,0,0,0,0,0,0
"1700034G24Rik","ENSMUSG00000097962","5","MGP_CASTEiJ_G0006600","5",0,0,0,0,0,0,0,0,0,0
"1700034H15Rik","ENSMUSG00000055833","1","MGP_CASTEiJ_G0002721","1",0.284672141671077,0,0,0.264332435043608,0.490172050389687,0,0.608491807418428,0.986596105313215,0.947622084522204,0.885866182235666
"1700034I23Rik","ENSMUSG00000074619","3","MGP_CASTEiJ_G0026350","3",1.13868856668431,0.516562945131975,0,0,0,0.343862045298323,0,0.657730736875476,0.631748056348136,0
"1700034J05Rik","ENSMUSG00000040163","6","MGP_CASTEiJ_G0030567","6",0,0,0,0,0,0,0,0,0.315874028174068,0
"1700034K08Rik","ENSMUSG00000100294","9","MGP_CASTEiJ_G0007303","9",0,0,0,0,0,0,0,0,0,0
"1700034P13Rik","ENSMUSG00000097893","1","MGP_CASTEiJ_G0002537","1",0,0,0,0,0.245086025194843,0,0,0,0,0
"1700036A12Rik","ENSMUSG00000095956","9","MGP_CASTEiJ_G0007265","9",0,0,0,0,0,0,0,0,0,0.590577454823778
"1700036G14Rik","ENSMUSG00000099995","3","MGP_CASTEiJ_G0003648","3",0,0,0,0,0,0,0,0,0,0
"1700036O09Rik","ENSMUSG00000086185","X","MGP_CASTEiJ_G0007363","X",0,0,0,0,0,0,0,0,0,0
"1700037C06Rik","ENSMUSG00000085542","4","MGP_CASTEiJ_G0006385","4",0,0,0,0,0,0,0,0,0,0
"1700037C18Rik","ENSMUSG00000005983","16","MGP_CASTEiJ_G0021715","16",1.42336070835538,0.774844417697963,1.60150541509018,1.05732974017443,1.47051615116906,0.343862045298323,1.82547542225528,2.30205757906417,1.57937014087034,2.36230981929511
"1700037H04Rik","ENSMUSG00000027327","2","MGP_CASTEiJ_G0025703","2",3.98540998339507,6.71531828671568,9.20865613676856,6.87264331113381,6.12715062987108,5.50179272477316,6.38916397789349,4.93298052656607,5.36985847895916,7.08692945788533
