gene_id	gene_name	chromosome	count
MGP_CASTEiJ_G0036974	Gm26181	8	0
MGP_CASTEiJ_G0032580	Triml1	8	0
MGP_CASTEiJ_G0032581	Triml2	8	0
MGP_CASTEiJ_G0032582	Zfp42	8	0
MGP_CASTEiJ_G0038217	Gm22986	8	0
MGP_CASTEiJ_G0032583		8	0
MGP_CASTEiJ_G0007118	Gm17215	8	0
MGP_CASTEiJ_G0002177		8	0
MGP_CASTEiJ_G0035590	Gm26089	8	0
MGP_CASTEiJ_G0032584	Fat1	8	1699
MGP_CASTEiJ_G0032324	Zfp358	8	7
MGP_CASTEiJ_G0004427	Gm2366	8	4
MGP_CASTEiJ_G0015028	AY512931	8	5
MGP_CASTEiJ_G0032585	Mtnr1a	8	2
MGP_CASTEiJ_G0032586	F11	8	11
MGP_CASTEiJ_G0032587		8	0
MGP_CASTEiJ_G0032588	Cyp4v3	8	2383
MGP_CASTEiJ_G0032589	Fam149a	8	254
MGP_CASTEiJ_G0032590	Tlr3	8	29
MGP_CASTEiJ_G0009567	Gm27585	8	0
MGP_CASTEiJ_G0009568	Gm27545	8	0
MGP_CASTEiJ_G0032591	Sorbs2	8	61
MGP_CASTEiJ_G0038218	Gm23604	8	0
MGP_CASTEiJ_G0038219	Gm23604	8	0
MGP_CASTEiJ_G0007144		8	0
MGP_CASTEiJ_G0032325	Mcoln1	8	45
MGP_CASTEiJ_G0004428	Sorbs2os	8	0
MGP_CASTEiJ_G0015029		8	0
MGP_CASTEiJ_G0036975	Gm25309	8	0
MGP_CASTEiJ_G0032592	Pdlim3	8	161
MGP_CASTEiJ_G0032593	Ccdc110	8	1
MGP_CASTEiJ_G0032594	1700029J07Rik	8	1
MGP_CASTEiJ_G0032595	Ufsp2	8	141
MGP_CASTEiJ_G0032596	Ankrd37	8	126
MGP_CASTEiJ_G0032597	Lrp2bp	8	32
MGP_CASTEiJ_G0032598	Snx25	8	2018
MGP_CASTEiJ_G0009574	Gm23030	8	0
MGP_CASTEiJ_G0004429	Gm15634	8	2
MGP_CASTEiJ_G0032599	Cfap97	8	93
MGP_CASTEiJ_G0032600		8	44
MGP_CASTEiJ_G0036976	Gm24669	8	0
MGP_CASTEiJ_G0032601	Helt	8	0
MGP_CASTEiJ_G0032602	Acsl1	8	37
MGP_CASTEiJ_G0038199	Gm25169	8	0
MGP_CASTEiJ_G0032603	Cenpu	8	7
MGP_CASTEiJ_G0032604	Primpol	8	44
MGP_CASTEiJ_G0032605	Casp3	8	83
MGP_CASTEiJ_G0007145		8	8
MGP_CASTEiJ_G0032606	Irf2	8	257
MGP_CASTEiJ_G0032607	Enpp6	8	0
MGP_CASTEiJ_G0004430	4930579M01Rik	8	0
MGP_CASTEiJ_G0032608	Stox2	8	66
MGP_CASTEiJ_G0032326	Pnpla6	8	215
MGP_CASTEiJ_G0007146		8	0
MGP_CASTEiJ_G0032609		8	3
MGP_CASTEiJ_G0038220	Gm22857	8	0
MGP_CASTEiJ_G0032610	Trappc11	8	256
MGP_CASTEiJ_G0032611	Rwdd4a	8	97
MGP_CASTEiJ_G0008841	Gm27409	8	0
MGP_CASTEiJ_G0032612	Ing2	8	72
MGP_CASTEiJ_G0032613		8	0
MGP_CASTEiJ_G0032614	Cdkn2aip	8	223
MGP_CASTEiJ_G0032615		8	5
MGP_CASTEiJ_G0035591	n-R5s96	8	1
MGP_CASTEiJ_G0032616		8	0
MGP_CASTEiJ_G0032617	Cldn22	8	3
MGP_CASTEiJ_G0032618		8	162
MGP_CASTEiJ_G0035592	n-R5s97	8	0
MGP_CASTEiJ_G0032619	Dctd	8	1
MGP_CASTEiJ_G0032620	Tenm3	8	2
MGP_CASTEiJ_G0015021	Gm28262	8	0
MGP_CASTEiJ_G0015030	Gm19744	8	0
MGP_CASTEiJ_G0038221	Gm25830	8	0
MGP_CASTEiJ_G0032621		8	0
MGP_CASTEiJ_G0036977	Gm23986	8	0
MGP_CASTEiJ_G0013530		8	0
MGP_CASTEiJ_G0036978	Gm24929	8	0
MGP_CASTEiJ_G0032327		8	1
MGP_CASTEiJ_G0008842	Gm44387	8	0
MGP_CASTEiJ_G0038222	Gm23666	8	0
MGP_CASTEiJ_G0036979	Gm27964	8	0
MGP_CASTEiJ_G0036980	Gm22841	8	0
MGP_CASTEiJ_G0032622	Aga	8	44
MGP_CASTEiJ_G0032623	Neil3	8	0
MGP_CASTEiJ_G0032624	Vegfc	8	0
MGP_CASTEiJ_G0032328	Camsap3	8	429
MGP_CASTEiJ_G0032625	Spcs3	8	223
MGP_CASTEiJ_G0032626	Asb5	8	0
MGP_CASTEiJ_G0004431	5330439A09Rik	8	0
MGP_CASTEiJ_G0032627	Spata4	8	0
MGP_CASTEiJ_G0032628		8	0
MGP_CASTEiJ_G0035593	n-R5s98	8	0
MGP_CASTEiJ_G0032629	Gpm6a	8	1
MGP_CASTEiJ_G0032630	Adam29	8	0
MGP_CASTEiJ_G0032631	Glra3	8	0
MGP_CASTEiJ_G0032358	Efnb2	8	192
MGP_CASTEiJ_G0032632	Hpgd	8	3
MGP_CASTEiJ_G0038223	Gm24375	8	0
MGP_CASTEiJ_G0032633	Cep44	8	81
MGP_CASTEiJ_G0032359		8	0
MGP_CASTEiJ_G0032634	Fbxo8	8	30
MGP_CASTEiJ_G0008843	Gm25992	8	0
MGP_CASTEiJ_G0032360	Arglu1	8	72
MGP_CASTEiJ_G0007147		8	0
MGP_CASTEiJ_G0008821	Mir7654	8	0
MGP_CASTEiJ_G0032329	Xab2	8	142
MGP_CASTEiJ_G0015031	AV026068	8	0
MGP_CASTEiJ_G0032635	Hand2	8	0
MGP_CASTEiJ_G0004432	Gm28063	8	0
MGP_CASTEiJ_G0007148		8	0
MGP_CASTEiJ_G0032636	Scrg1	8	0
MGP_CASTEiJ_G0032637	Sap30	8	4
MGP_CASTEiJ_G0007149	2500002B13Rik	8	0
MGP_CASTEiJ_G0013531		8	1
MGP_CASTEiJ_G0032638	Galnt7	8	34
MGP_CASTEiJ_G0038224	Gm25379	8	0
MGP_CASTEiJ_G0009563	Gm22204	8	0
MGP_CASTEiJ_G0032639	Galntl6	8	0
MGP_CASTEiJ_G0032330	Pet100	8	43
MGP_CASTEiJ_G0032331	Pcp2	8	0
MGP_CASTEiJ_G0004433	Gm15882	8	0
MGP_CASTEiJ_G0013532		8	0
MGP_CASTEiJ_G0032640	BC030500	8	0
MGP_CASTEiJ_G0032332	Stxbp2	8	277
MGP_CASTEiJ_G0036981	Gm24847	8	0
MGP_CASTEiJ_G0036982	Gm26164	8	0
MGP_CASTEiJ_G0032641	Gm10283	8	0
MGP_CASTEiJ_G0032642	Aadat	8	0
MGP_CASTEiJ_G0032643	Mfap3l	8	1359
MGP_CASTEiJ_G0038225	Gm23329	8	0
MGP_CASTEiJ_G0032644	Hpf1	8	24
MGP_CASTEiJ_G0032645	Clcn3	8	184
MGP_CASTEiJ_G0007150	B230317F23Rik	8	3
MGP_CASTEiJ_G0032646	Nek1	8	19
MGP_CASTEiJ_G0013533		8	0
MGP_CASTEiJ_G0004434	Gm16178	8	0
MGP_CASTEiJ_G0032647	Sh3rf1	8	1601
MGP_CASTEiJ_G0007151	1700001D01Rik	8	0
MGP_CASTEiJ_G0013534		8	4
MGP_CASTEiJ_G0032648	Cbr4	8	24
MGP_CASTEiJ_G0032649	Palld	8	4
MGP_CASTEiJ_G0032333	Retn	8	1
MGP_CASTEiJ_G0004435	4930512H18Rik	8	0
MGP_CASTEiJ_G0032650	Ddx60	8	2
MGP_CASTEiJ_G0032651	Anxa10	8	0
MGP_CASTEiJ_G0032361	Fam155a	8	0
MGP_CASTEiJ_G0032334	Mcemp1	8	3
MGP_CASTEiJ_G0038226	Gm22324	8	0
MGP_CASTEiJ_G0032652	Spock3	8	0
MGP_CASTEiJ_G0038227	Gm24236	8	0
MGP_CASTEiJ_G0004405		8	1
MGP_CASTEiJ_G0038228	Gm24580	8	0
MGP_CASTEiJ_G0032653	Sgol2b	8	0
MGP_CASTEiJ_G0032654	Tll1	8	0
MGP_CASTEiJ_G0032335	Trappc5	8	35
MGP_CASTEiJ_G0035594	Gm22586	8	0
MGP_CASTEiJ_G0008844	Mir710	8	0
MGP_CASTEiJ_G0032655	Cpe	8	3
MGP_CASTEiJ_G0032336	Fcer2a	8	1
MGP_CASTEiJ_G0032656	Msmo1	8	422
MGP_CASTEiJ_G0032657	Klhl2	8	56
MGP_CASTEiJ_G0009575	Gm26210	8	0
MGP_CASTEiJ_G0032658	Tmem192	8	28
MGP_CASTEiJ_G0032659	Trim75	8	2
MGP_CASTEiJ_G0032660	Trim60	8	0
MGP_CASTEiJ_G0032661		8	0
MGP_CASTEiJ_G0032662	Gm10663	8	0
MGP_CASTEiJ_G0007152		8	0
MGP_CASTEiJ_G0008845	Gm23419	8	0
MGP_CASTEiJ_G0009576	Gm25403	8	0
MGP_CASTEiJ_G0032663		8	0
MGP_CASTEiJ_G0035587	n-R5s95	8	0
MGP_CASTEiJ_G0036983	Gm23515	8	0
MGP_CASTEiJ_G0013535		8	0
MGP_CASTEiJ_G0038229	Gm26123	8	0
MGP_CASTEiJ_G0004436	Gm15354	8	0
MGP_CASTEiJ_G0004437	Gm15356	8	0
MGP_CASTEiJ_G0032664	Tma16	8	29
MGP_CASTEiJ_G0032665	Tktl2	8	0
MGP_CASTEiJ_G0013536		8	0
MGP_CASTEiJ_G0032666	Npy5r	8	0
MGP_CASTEiJ_G0032667	Npy1r	8	1
MGP_CASTEiJ_G0032668	Naf1	8	33
MGP_CASTEiJ_G0038230	Gm25275	8	0
MGP_CASTEiJ_G0032337	Clec4g	8	0
MGP_CASTEiJ_G0036984	Gm24274	8	0
MGP_CASTEiJ_G0038231	Gm24677	8	0
MGP_CASTEiJ_G0004406	Gm16553	8	0
MGP_CASTEiJ_G0032669	Nat1	8	0
MGP_CASTEiJ_G0032670	Nat2	8	5
MGP_CASTEiJ_G0032671	Nat3	8	0
MGP_CASTEiJ_G0008846	Gm44391	8	0
MGP_CASTEiJ_G0032672	Psd3	8	128
MGP_CASTEiJ_G0008822		8	0
MGP_CASTEiJ_G0035935		8	0
MGP_CASTEiJ_G0004438	Gm15991	8	0
MGP_CASTEiJ_G0038232	Gm22018	8	0
MGP_CASTEiJ_G0007153		8	0
MGP_CASTEiJ_G0007154		8	0
MGP_CASTEiJ_G0032673	Sh2d4a	8	402
MGP_CASTEiJ_G0032674	Csgalnact1	8	55
MGP_CASTEiJ_G0004439	1700125H03Rik	8	2
MGP_CASTEiJ_G0004440	Gm15656	8	0
MGP_CASTEiJ_G0039332		8	0
MGP_CASTEiJ_G0035333		8	0
MGP_CASTEiJ_G0032675	Ints10	8	75
MGP_CASTEiJ_G0013537		8	1
MGP_CASTEiJ_G0032676	Lpl	8	566
MGP_CASTEiJ_G0032677	Slc18a1	8	7
MGP_CASTEiJ_G0032678	Atp6v1b2	8	1694
MGP_CASTEiJ_G0004441		8	0
MGP_CASTEiJ_G0032680	Zfp930	8	0
MGP_CASTEiJ_G0009564	Gm23886	8	0
MGP_CASTEiJ_G0032681	D130040H23Rik	8	0
MGP_CASTEiJ_G0032682		8	0
MGP_CASTEiJ_G0032683		8	0
MGP_CASTEiJ_G0035655	Gm25661	8	0
MGP_CASTEiJ_G0032684	Zfp868	8	12
MGP_CASTEiJ_G0032685	Zfp964	8	2
MGP_CASTEiJ_G0032686	Zfp869	8	0
MGP_CASTEiJ_G0032362	Lig4	8	64
MGP_CASTEiJ_G0032687	Zfp963	8	3
MGP_CASTEiJ_G0032688	Gm20422	8	0
MGP_CASTEiJ_G0032689	Zfp866	8	2
MGP_CASTEiJ_G0032690	Atp13a1	8	79
MGP_CASTEiJ_G0032363	Abhd13	8	158
MGP_CASTEiJ_G0032691	Gmip	8	49
MGP_CASTEiJ_G0032692	Lpar2	8	23
MGP_CASTEiJ_G0032693	Pbx4	8	0
MGP_CASTEiJ_G0032694	Cilp2	8	0
MGP_CASTEiJ_G0032695	Yjefn3	8	1
MGP_CASTEiJ_G0032696	Ndufa13	8	330
MGP_CASTEiJ_G0032697	Tssk6	8	2
MGP_CASTEiJ_G0032698	Gatad2a	8	379
MGP_CASTEiJ_G0032699	Mau2	8	200
MGP_CASTEiJ_G0032700	Sugp1	8	30
MGP_CASTEiJ_G0032701	Tm6sf2	8	9
MGP_CASTEiJ_G0032702	Hapln4	8	0
MGP_CASTEiJ_G0032703	Ncan	8	1
MGP_CASTEiJ_G0008847	Mir7066	8	0
MGP_CASTEiJ_G0032364	Tnfsf13b	8	0
MGP_CASTEiJ_G0038233	Gm25906	8	0
MGP_CASTEiJ_G0032704	Rfxank	8	45
MGP_CASTEiJ_G0032705	Nr2c2ap	8	4
MGP_CASTEiJ_G0032706		8	19
MGP_CASTEiJ_G0032707		8	0
MGP_CASTEiJ_G0032708	Tmem161a	8	218
MGP_CASTEiJ_G0032709	Slc25a42	8	28
MGP_CASTEiJ_G0032710	Armc6	8	9
MGP_CASTEiJ_G0032711	Sugp2	8	61
MGP_CASTEiJ_G0032712	Homer3	8	10
MGP_CASTEiJ_G0032713	Ddx49	8	1
MGP_CASTEiJ_G0032714	Cope	8	155
MGP_CASTEiJ_G0032715		8	0
MGP_CASTEiJ_G0032716	Upf1	8	151
MGP_CASTEiJ_G0032717	Comp	8	2
MGP_CASTEiJ_G0032718	Crtc1	8	148
MGP_CASTEiJ_G0032719	Klhl26	8	271
MGP_CASTEiJ_G0032720	Tmem59l	8	33
MGP_CASTEiJ_G0032721	Crlf1	8	60
MGP_CASTEiJ_G0032722	2810428I15Rik	8	63
MGP_CASTEiJ_G0032723		8	5
MGP_CASTEiJ_G0032724	Kxd1	8	7
MGP_CASTEiJ_G0032725	Fkbp8	8	354
MGP_CASTEiJ_G0032726	Ell	8	402
MGP_CASTEiJ_G0032727	Isyna1	8	171
MGP_CASTEiJ_G0032728	Ssbp4	8	83
MGP_CASTEiJ_G0032729	Lrrc25	8	1
MGP_CASTEiJ_G0032730	Gdf15	8	585
MGP_CASTEiJ_G0032731	Pgpep1	8	52
MGP_CASTEiJ_G0032732	Lsm4	8	26
MGP_CASTEiJ_G0032733	Jund	8	2821
MGP_CASTEiJ_G0032734		8	0
MGP_CASTEiJ_G0032735	Gm3336	8	10
MGP_CASTEiJ_G0032736	Pde4c	8	65
MGP_CASTEiJ_G0032338	Cd209a	8	0
MGP_CASTEiJ_G0032737	Rab3a	8	4
MGP_CASTEiJ_G0032738	Mpv17l2	8	35
MGP_CASTEiJ_G0032739	Ifi30	8	74
MGP_CASTEiJ_G0032740	Pik3r2	8	279
MGP_CASTEiJ_G0007155	2010320M18Rik	8	42
MGP_CASTEiJ_G0032741	Mast3	8	155
MGP_CASTEiJ_G0008848	Mir7240	8	0
MGP_CASTEiJ_G0032742	Il12rb1	8	16
MGP_CASTEiJ_G0032743	Arrdc2	8	70
MGP_CASTEiJ_G0032744	Kcnn1	8	0
MGP_CASTEiJ_G0032745		8	1
MGP_CASTEiJ_G0032746	Ccdc124	8	117
MGP_CASTEiJ_G0032747	Slc5a5	8	22
MGP_CASTEiJ_G0032748	Rpl18a	8	1338
MGP_CASTEiJ_G0008849	Mir7067	8	0
MGP_CASTEiJ_G0038234	Snora68	8	0
MGP_CASTEiJ_G0032749	Map1s	8	58
MGP_CASTEiJ_G0008850	Mir1969	8	0
MGP_CASTEiJ_G0032750		8	0
MGP_CASTEiJ_G0007156		8	0
MGP_CASTEiJ_G0032751	Haus8	8	59
MGP_CASTEiJ_G0032752	Myo9b	8	149
MGP_CASTEiJ_G0032753	Use1	8	181
MGP_CASTEiJ_G0032754	Ocel1	8	57
MGP_CASTEiJ_G0032755	Nr2f6	8	82
MGP_CASTEiJ_G0032756	Ushbp1	8	1
MGP_CASTEiJ_G0032757	Babam1	8	144
MGP_CASTEiJ_G0032758	Ankle1	8	1
MGP_CASTEiJ_G0032759	Abhd8	8	25
MGP_CASTEiJ_G0032760	Mrpl34	8	31
MGP_CASTEiJ_G0032761	Dda1	8	63
MGP_CASTEiJ_G0032762	Ano8	8	7
MGP_CASTEiJ_G0032763	Gtpbp3	8	24
MGP_CASTEiJ_G0032764	Plvap	8	4
MGP_CASTEiJ_G0032765	Bst2	8	58
MGP_CASTEiJ_G0032766	Mvb12a	8	293
MGP_CASTEiJ_G0032767	Tmem221	8	7
MGP_CASTEiJ_G0032768	Nxnl1	8	1
MGP_CASTEiJ_G0032769	Slc27a1	8	78
MGP_CASTEiJ_G0032770	Pgls	8	12
MGP_CASTEiJ_G0032771	Fam129c	8	4
MGP_CASTEiJ_G0032772	Colgalt1	8	113
MGP_CASTEiJ_G0032773	Unc13a	8	3
MGP_CASTEiJ_G0008851	Mir6769b	8	0
MGP_CASTEiJ_G0032774	Jak3	8	165
MGP_CASTEiJ_G0032775	Insl3	8	0
MGP_CASTEiJ_G0032776	B3gnt3	8	0
MGP_CASTEiJ_G0032777	Fcho1	8	1
MGP_CASTEiJ_G0032778	Zfp709	8	3
MGP_CASTEiJ_G0032779	Zfp882	8	3
MGP_CASTEiJ_G0038499		8	3
MGP_CASTEiJ_G0032780	Zfp961	8	37
MGP_CASTEiJ_G0032781	Cyp4f18	8	0
MGP_CASTEiJ_G0032782		8	1
MGP_CASTEiJ_G0032783	Olfr374	8	0
MGP_CASTEiJ_G0032784	Olfr373	8	0
MGP_CASTEiJ_G0032785	Olfr372	8	0
MGP_CASTEiJ_G0036985	Gm25052	8	0
MGP_CASTEiJ_G0035595	Gm24747	8	0
MGP_CASTEiJ_G0032786	Tpm4	8	1018
MGP_CASTEiJ_G0007157	Gm26586	8	6
MGP_CASTEiJ_G0015032	Gm16091	8	11
MGP_CASTEiJ_G0032787	Rab8a	8	223
MGP_CASTEiJ_G0032788	Hsh2d	8	5
MGP_CASTEiJ_G0032789	Cib3	8	0
MGP_CASTEiJ_G0032790	Gm11034	8	0
MGP_CASTEiJ_G0032791	Fam32a	8	473
MGP_CASTEiJ_G0032792	Ap1m1	8	36
MGP_CASTEiJ_G0032793	Klf2	8	32
MGP_CASTEiJ_G0032794	Eps15l1	8	1
MGP_CASTEiJ_G0032795	Calr3	8	0
MGP_CASTEiJ_G0013538		8	0
MGP_CASTEiJ_G0032796		8	3
MGP_CASTEiJ_G0032797	Cherp	8	24
MGP_CASTEiJ_G0008852	Mir7068	8	0
MGP_CASTEiJ_G0032798	Slc35e1	8	80
MGP_CASTEiJ_G0007158	Gm17435	8	0
MGP_CASTEiJ_G0032799	Med26	8	0
MGP_CASTEiJ_G0032365	Myo16	8	3
MGP_CASTEiJ_G0013539		8	2
MGP_CASTEiJ_G0032800	Smim7	8	102
MGP_CASTEiJ_G0032801	Tmem38a	8	3
MGP_CASTEiJ_G0032802	Nwd1	8	0
MGP_CASTEiJ_G0008853	Gm26237	8	0
MGP_CASTEiJ_G0032803	Sin3b	8	64
MGP_CASTEiJ_G0032804	F2rl3	8	3
MGP_CASTEiJ_G0032805	Large	8	114
MGP_CASTEiJ_G0008854	Mir28b	8	0
MGP_CASTEiJ_G0038235	Gm22532	8	0
MGP_CASTEiJ_G0013500		8	2
MGP_CASTEiJ_G0008855	Gm23255	8	0
MGP_CASTEiJ_G0013540		8	0
MGP_CASTEiJ_G0032339	Cd209e	8	0
MGP_CASTEiJ_G0007159		8	0
MGP_CASTEiJ_G0032806	Isx	8	0
MGP_CASTEiJ_G0032807	Hmgxb4	8	114
MGP_CASTEiJ_G0032808	Tom1	8	177
MGP_CASTEiJ_G0032809	Hmox1	8	871
MGP_CASTEiJ_G0032810	Mcm5	8	54
MGP_CASTEiJ_G0032811	Rasd2	8	58
MGP_CASTEiJ_G0013541		8	0
MGP_CASTEiJ_G0013542		8	0
MGP_CASTEiJ_G0013543		8	0
MGP_CASTEiJ_G0013544		8	0
MGP_CASTEiJ_G0032812	1700007B14Rik	8	0
MGP_CASTEiJ_G0002178		8	0
MGP_CASTEiJ_G0038236	Gm22544	8	0
MGP_CASTEiJ_G0036986	Gm22509	8	0
MGP_CASTEiJ_G0013545		8	0
MGP_CASTEiJ_G0032813		8	0
MGP_CASTEiJ_G0032340	Cd209d	8	0
MGP_CASTEiJ_G0015033		8	1
MGP_CASTEiJ_G0035596	Gm27355	8	0
MGP_CASTEiJ_G0013546		8	0
MGP_CASTEiJ_G0032814	Nr3c2	8	28
MGP_CASTEiJ_G0038237	Gm24838	8	0
MGP_CASTEiJ_G0036987	Gm23260	8	0
MGP_CASTEiJ_G0032815	Arhgap10	8	258
MGP_CASTEiJ_G0004442	0610038B21Rik	8	0
MGP_CASTEiJ_G0032816		8	16
MGP_CASTEiJ_G0032817	Tmem184c	8	37
MGP_CASTEiJ_G0015034		8	0
MGP_CASTEiJ_G0007160	1700092C02Rik	8	0
MGP_CASTEiJ_G0032818	Ednra	8	1
MGP_CASTEiJ_G0036988	Gm23468	8	0
MGP_CASTEiJ_G0032819		8	10
MGP_CASTEiJ_G0036989	Gm23981	8	0
MGP_CASTEiJ_G0032820	Ttc29	8	0
MGP_CASTEiJ_G0032821	Pou4f2	8	0
MGP_CASTEiJ_G0013506		8	0
MGP_CASTEiJ_G0032822	Rbmxl1	8	4
MGP_CASTEiJ_G0013547		8	0
MGP_CASTEiJ_G0032823	Slc10a7	8	91
MGP_CASTEiJ_G0032824	Lsm6	8	106
MGP_CASTEiJ_G0013548		8	9
MGP_CASTEiJ_G0036990	Gm22044	8	0
MGP_CASTEiJ_G0032825	Zfp827	8	59
MGP_CASTEiJ_G0032826	1700011L22Rik	8	0
MGP_CASTEiJ_G0032827	Mmaa	8	32
MGP_CASTEiJ_G0007161	Gm4890	8	1
MGP_CASTEiJ_G0032828	Smad1	8	75
MGP_CASTEiJ_G0013549		8	0
MGP_CASTEiJ_G0032829	Otud4	8	227
MGP_CASTEiJ_G0032830	Abce1	8	57
MGP_CASTEiJ_G0013550		8	0
MGP_CASTEiJ_G0007119	3930402G23Rik	8	23
MGP_CASTEiJ_G0032831	Anapc10	8	34
MGP_CASTEiJ_G0032341	Cd209b	8	0
MGP_CASTEiJ_G0032832	Hhip	8	3
MGP_CASTEiJ_G0009577	Gm27820	8	0
MGP_CASTEiJ_G0013551		8	5
MGP_CASTEiJ_G0032366	Irs2	8	445
MGP_CASTEiJ_G0032833	Gypa	8	0
MGP_CASTEiJ_G0004443	4930505O20Rik	8	0
MGP_CASTEiJ_G0032834		8	2
MGP_CASTEiJ_G0007120	9530052E02Rik	8	0
MGP_CASTEiJ_G0032835	Smarca5	8	86
MGP_CASTEiJ_G0032836	Gab1	8	345
MGP_CASTEiJ_G0007162		8	1
MGP_CASTEiJ_G0032837	Usp38	8	141
MGP_CASTEiJ_G0007163		8	0
MGP_CASTEiJ_G0013552		8	0
MGP_CASTEiJ_G0032838	Inpp4b	8	141
MGP_CASTEiJ_G0007164	4930579O11Rik	8	0
MGP_CASTEiJ_G0032342	Cd209c	8	0
MGP_CASTEiJ_G0013553		8	0
MGP_CASTEiJ_G0013554		8	0
MGP_CASTEiJ_G0036991	Gm25267	8	0
MGP_CASTEiJ_G0032839	Il15	8	13
MGP_CASTEiJ_G0004407	Gm15418	8	0
MGP_CASTEiJ_G0038238	Gm25138	8	0
MGP_CASTEiJ_G0032367	Col4a1	8	3010
MGP_CASTEiJ_G0013555		8	0
MGP_CASTEiJ_G0032840	Zfp330	8	51
MGP_CASTEiJ_G0032841	Rnf150	8	17
MGP_CASTEiJ_G0032842	Gm10645	8	0
MGP_CASTEiJ_G0032843	Tbc1d9	8	6
MGP_CASTEiJ_G0032844	Ucp1	8	0
MGP_CASTEiJ_G0032845	Elmod2	8	68
MGP_CASTEiJ_G0032846	Mgat4d	8	0
MGP_CASTEiJ_G0013556		8	0
MGP_CASTEiJ_G0032847	Clgn	8	0
MGP_CASTEiJ_G0032848	Olfr370	8	0
MGP_CASTEiJ_G0032849	Ndufb7	8	2
MGP_CASTEiJ_G0032850	Tecr	8	57
MGP_CASTEiJ_G0032851	Dnajb1	8	291
MGP_CASTEiJ_G0032852	Gipc1	8	75
MGP_CASTEiJ_G0032853	Ptger1	8	44
MGP_CASTEiJ_G0032854	Pkn1	8	83
MGP_CASTEiJ_G0032368	Col4a2	8	3466
MGP_CASTEiJ_G0032855	Ddx39	8	133
MGP_CASTEiJ_G0032856	Adgre5	8	46
MGP_CASTEiJ_G0008856	Mir1668	8	0
MGP_CASTEiJ_G0009578	Gm22024	8	0
MGP_CASTEiJ_G0007165	Gm26721	8	0
MGP_CASTEiJ_G0032857	Adgrl1	8	43
MGP_CASTEiJ_G0008857	Gm44450	8	0
MGP_CASTEiJ_G0008858	Gm44330	8	0
MGP_CASTEiJ_G0032858	Gm10644	8	9
MGP_CASTEiJ_G0032859	Asf1b	8	0
MGP_CASTEiJ_G0032860	Prkaca	8	50
MGP_CASTEiJ_G0032861		8	77
MGP_CASTEiJ_G0032862	1700067K01Rik	8	5
MGP_CASTEiJ_G0008859	Mir8111	8	0
MGP_CASTEiJ_G0032863	2210011C24Rik	8	14
MGP_CASTEiJ_G0008860	Mir1199	8	0
MGP_CASTEiJ_G0032864	Palm3	8	0
MGP_CASTEiJ_G0032865	Il27ra	8	2
MGP_CASTEiJ_G0032866	Rln3	8	0
MGP_CASTEiJ_G0032867	Gm10643	8	17
MGP_CASTEiJ_G0032868		8	6
MGP_CASTEiJ_G0032869	Rfx1	8	137
MGP_CASTEiJ_G0008861	Mir709	8	0
MGP_CASTEiJ_G0032870	Dcaf15	8	72
MGP_CASTEiJ_G0032871	Podnl1	8	0
MGP_CASTEiJ_G0032872	Cc2d1a	8	71
MGP_CASTEiJ_G0032873	4930432K21Rik	8	0
MGP_CASTEiJ_G0032874	Nanos3	8	1
MGP_CASTEiJ_G0008862	Mir181d	8	0
MGP_CASTEiJ_G0008863	Mir181c	8	0
MGP_CASTEiJ_G0007166	Gm26887	8	8
MGP_CASTEiJ_G0002179		8	10
MGP_CASTEiJ_G0008864	Mir23a	8	9
MGP_CASTEiJ_G0008865	Mir27a	8	0
MGP_CASTEiJ_G0008866	Mir24-2	8	0
MGP_CASTEiJ_G0008867	Mir3074-2	8	0
MGP_CASTEiJ_G0007167	Gm26532	8	107
MGP_CASTEiJ_G0032875	Zswim4	8	81
MGP_CASTEiJ_G0032876	D8Ertd738e	8	0
MGP_CASTEiJ_G0032877	Mri1	8	22
MGP_CASTEiJ_G0032878	Ccdc130	8	20
MGP_CASTEiJ_G0038239	Gm23626	8	0
MGP_CASTEiJ_G0032879	Cacna1a	8	8
MGP_CASTEiJ_G0004408	Gm15419	8	0
MGP_CASTEiJ_G0004444	Gm16183	8	0
MGP_CASTEiJ_G0032880	Ier2	8	447
MGP_CASTEiJ_G0007168	Gm26664	8	3
MGP_CASTEiJ_G0032881	Nacc1	8	401
MGP_CASTEiJ_G0032882	Trmt1	8	65
MGP_CASTEiJ_G0032883	Nfix	8	593
MGP_CASTEiJ_G0032884	Lyl1	8	1
MGP_CASTEiJ_G0032885	G430095P16Rik	8	3
MGP_CASTEiJ_G0032886	Dand5	8	12
MGP_CASTEiJ_G0032887	Gadd45gip1	8	60
MGP_CASTEiJ_G0032888	Rad23a	8	10
MGP_CASTEiJ_G0032889	Calr	8	461
MGP_CASTEiJ_G0015035	1700122E12Rik	8	2
MGP_CASTEiJ_G0013557		8	0
MGP_CASTEiJ_G0032890		8	0
MGP_CASTEiJ_G0032891	Farsa	8	57
MGP_CASTEiJ_G0008868	Mir7069	8	0
MGP_CASTEiJ_G0032892	Syce2	8	3
MGP_CASTEiJ_G0032893	Gcdh	8	183
MGP_CASTEiJ_G0032894	Klf1	8	2
MGP_CASTEiJ_G0032895	Dnase2a	8	65
MGP_CASTEiJ_G0032896	Mast1	8	4
MGP_CASTEiJ_G0008869	Gm24197	8	0
MGP_CASTEiJ_G0013501		8	40
