gene_id	gene_name	chromosome	count
MGP_CASTEiJ_G0037189	Snord70	1	0
MGP_CASTEiJ_G0037190	Gm26293	1	0
MGP_CASTEiJ_G0037191	Gm26287	1	0
MGP_CASTEiJ_G0037192	Snord11	1	0
MGP_CASTEiJ_G0015422	Bmpr2	1	391
MGP_CASTEiJ_G0000393		1	0
MGP_CASTEiJ_G0007410	Gm23358	1	0
MGP_CASTEiJ_G0000394		1	0
MGP_CASTEiJ_G0015423	Fam117b	1	291
MGP_CASTEiJ_G0000395		1	0
MGP_CASTEiJ_G0009896		1	1
MGP_CASTEiJ_G0015424	Ica1l	1	21
MGP_CASTEiJ_G0015425	Wdr12	1	16
MGP_CASTEiJ_G0015426	Carf	1	17
MGP_CASTEiJ_G0015427	Nbeal1	1	457
MGP_CASTEiJ_G0009897		1	0
MGP_CASTEiJ_G0000282		1	0
MGP_CASTEiJ_G0015428	Cyp20a1	1	84
MGP_CASTEiJ_G0000396		1	0
MGP_CASTEiJ_G0015429	Abi2	1	8
MGP_CASTEiJ_G0015430	Raph1	1	283
MGP_CASTEiJ_G0009898		1	0
MGP_CASTEiJ_G0000397		1	3
MGP_CASTEiJ_G0007436	Gm23762	1	0
MGP_CASTEiJ_G0009899		1	0
MGP_CASTEiJ_G0015431	Cd28	1	2
MGP_CASTEiJ_G0004707		1	0
MGP_CASTEiJ_G0004708	2310016D23Rik	1	0
MGP_CASTEiJ_G0000398		1	1
MGP_CASTEiJ_G0009900		1	0
MGP_CASTEiJ_G0009901		1	6
MGP_CASTEiJ_G0009902		1	0
MGP_CASTEiJ_G0000399		1	0
MGP_CASTEiJ_G0015432	Ctla4	1	0
MGP_CASTEiJ_G0009903		1	0
MGP_CASTEiJ_G0009904		1	0
MGP_CASTEiJ_G0009905		1	0
MGP_CASTEiJ_G0015433	Icos	1	0
MGP_CASTEiJ_G0000400		1	0
MGP_CASTEiJ_G0009906		1	0
MGP_CASTEiJ_G0009907		1	0
MGP_CASTEiJ_G0009908		1	0
MGP_CASTEiJ_G0004709	Gm28083	1	0
MGP_CASTEiJ_G0004710	Gm11587	1	0
MGP_CASTEiJ_G0004711	9530026F06Rik	1	0
MGP_CASTEiJ_G0004712	Gm11588	1	0
MGP_CASTEiJ_G0036001	Gm25839	1	0
MGP_CASTEiJ_G0004713	Gm28449	1	0
MGP_CASTEiJ_G0000401		1	0
MGP_CASTEiJ_G0009909		1	0
MGP_CASTEiJ_G0015434	Pard3b	1	209
MGP_CASTEiJ_G0000402		1	0
MGP_CASTEiJ_G0000403		1	0
MGP_CASTEiJ_G0000404		1	0
MGP_CASTEiJ_G0002585	Pard3bos1	1	0
MGP_CASTEiJ_G0000405		1	0
MGP_CASTEiJ_G0009738		1	3
MGP_CASTEiJ_G0007411	Gm24276	1	0
MGP_CASTEiJ_G0009910		1	0
MGP_CASTEiJ_G0009911		1	0
MGP_CASTEiJ_G0002586	Pard3bos2	1	0
MGP_CASTEiJ_G0000406		1	0
MGP_CASTEiJ_G0002587	Pard3bos3	1	1
MGP_CASTEiJ_G0009912		1	0
MGP_CASTEiJ_G0015436	Nrp2	1	437
MGP_CASTEiJ_G0002588	Gm29083	1	0
MGP_CASTEiJ_G0000407		1	4
MGP_CASTEiJ_G0004714	Gm4208	1	0
MGP_CASTEiJ_G0015437	Ino80d	1	35
MGP_CASTEiJ_G0007437	Gm44468	1	0
MGP_CASTEiJ_G0037193	Gm24942	1	0
MGP_CASTEiJ_G0009913		1	0
MGP_CASTEiJ_G0009914		1	0
MGP_CASTEiJ_G0004715	Ino80dos	1	1
MGP_CASTEiJ_G0004716	Gm20342	1	4
MGP_CASTEiJ_G0015438	Ndufs1	1	146
MGP_CASTEiJ_G0007438	Gm24557	1	0
MGP_CASTEiJ_G0015439	Eef1b2	1	506
MGP_CASTEiJ_G0009106	Gm27390	1	0
MGP_CASTEiJ_G0037194	Gm26457	1	0
MGP_CASTEiJ_G0037195	Gm26457	1	0
MGP_CASTEiJ_G0037196	Snora41	1	0
MGP_CASTEiJ_G0038634		1	0
MGP_CASTEiJ_G0015440	Gpr1	1	3
MGP_CASTEiJ_G0007439		1	0
MGP_CASTEiJ_G0014414	Platr12	1	2
MGP_CASTEiJ_G0000408		1	0
MGP_CASTEiJ_G0004717	Gm11608	1	0
MGP_CASTEiJ_G0007440	Gm24513	1	0
MGP_CASTEiJ_G0015441		1	34
MGP_CASTEiJ_G0036002	Gm23448	1	0
MGP_CASTEiJ_G0009915		1	0
MGP_CASTEiJ_G0015442	Adam23	1	0
MGP_CASTEiJ_G0036003	Gm22281	1	0
MGP_CASTEiJ_G0015443	Dytn	1	0
MGP_CASTEiJ_G0009916		1	0
MGP_CASTEiJ_G0015444	Mdh1b	1	0
MGP_CASTEiJ_G0015445	Fastkd2	1	14
MGP_CASTEiJ_G0015446	4933402D24Rik	1	0
MGP_CASTEiJ_G0009917		1	0
MGP_CASTEiJ_G0038595		1	0
MGP_CASTEiJ_G0004718	Gm13749	1	0
MGP_CASTEiJ_G0015447	Klf7	1	42
MGP_CASTEiJ_G0004719	Gm26649	1	0
MGP_CASTEiJ_G0007441	Mir6899	1	0
MGP_CASTEiJ_G0002589	Gm13748	1	0
MGP_CASTEiJ_G0009918		1	1
MGP_CASTEiJ_G0004720	Gm28981	1	0
MGP_CASTEiJ_G0007442	Gm25748	1	0
MGP_CASTEiJ_G0009919		1	0
MGP_CASTEiJ_G0015448	Creb1	1	181
MGP_CASTEiJ_G0015449	Mettl21a	1	11
MGP_CASTEiJ_G0004721	Gm28982	1	0
MGP_CASTEiJ_G0004722	Gm29152	1	0
MGP_CASTEiJ_G0014415	2810408I11Rik	1	3
MGP_CASTEiJ_G0015450	Ccnyl1	1	125
MGP_CASTEiJ_G0015451	Fzd5	1	626
MGP_CASTEiJ_G0000409		1	2
MGP_CASTEiJ_G0015452	Plekhm3	1	130
MGP_CASTEiJ_G0009920		1	0
MGP_CASTEiJ_G0036004	Gm24788	1	0
MGP_CASTEiJ_G0015453	Akr1cl	1	0
MGP_CASTEiJ_G0009921		1	0
MGP_CASTEiJ_G0015454	Cryge	1	0
MGP_CASTEiJ_G0015455		1	0
MGP_CASTEiJ_G0015456	Crygc	1	0
MGP_CASTEiJ_G0015457	Crygb	1	0
MGP_CASTEiJ_G0015458	Cryga	1	0
MGP_CASTEiJ_G0015459	Gm28845	1	0
MGP_CASTEiJ_G0015460		1	1
MGP_CASTEiJ_G0015461	Idh1	1	220
MGP_CASTEiJ_G0015462	Pikfyve	1	134
MGP_CASTEiJ_G0015463	Pth2r	1	0
MGP_CASTEiJ_G0038635		1	0
MGP_CASTEiJ_G0038636		1	0
MGP_CASTEiJ_G0038637		1	0
MGP_CASTEiJ_G0009922		1	0
MGP_CASTEiJ_G0000283		1	0
MGP_CASTEiJ_G0009923		1	0
MGP_CASTEiJ_G0009924		1	0
MGP_CASTEiJ_G0009925		1	1
MGP_CASTEiJ_G0015464	Crygf	1	0
MGP_CASTEiJ_G0009926		1	0
MGP_CASTEiJ_G0009927		1	0
MGP_CASTEiJ_G0009739		1	0
MGP_CASTEiJ_G0009928		1	0
MGP_CASTEiJ_G0015465		1	16
MGP_CASTEiJ_G0037197	Gm24729	1	0
MGP_CASTEiJ_G0002590	Gm10558	1	0
MGP_CASTEiJ_G0000284		1	0
MGP_CASTEiJ_G0000267		1	0
MGP_CASTEiJ_G0036005	Gm25411	1	0
MGP_CASTEiJ_G0015466	Unc80	1	1
MGP_CASTEiJ_G0002535	Gm1992	1	0
MGP_CASTEiJ_G0000410		1	0
MGP_CASTEiJ_G0015467	Rpe	1	115
MGP_CASTEiJ_G0015468	Kansl1l	1	111
MGP_CASTEiJ_G0000411		1	12
MGP_CASTEiJ_G0000412		1	5
MGP_CASTEiJ_G0000413		1	0
MGP_CASTEiJ_G0009929		1	0
MGP_CASTEiJ_G0000414		1	0
MGP_CASTEiJ_G0000415		1	1
MGP_CASTEiJ_G0000416		1	1
MGP_CASTEiJ_G0015469	Acadl	1	742
MGP_CASTEiJ_G0036006	Gm27934	1	0
MGP_CASTEiJ_G0037198	Gm25832	1	0
MGP_CASTEiJ_G0015470	Myl1	1	0
MGP_CASTEiJ_G0009930		1	0
MGP_CASTEiJ_G0015471	Lancl1	1	126
MGP_CASTEiJ_G0015472	Cps1	1	0
MGP_CASTEiJ_G0004723	Gm15668	1	0
MGP_CASTEiJ_G0037199	Gm26342	1	0
MGP_CASTEiJ_G0009740		1	4
MGP_CASTEiJ_G0009931		1	0
MGP_CASTEiJ_G0007443	Gm22548	1	0
MGP_CASTEiJ_G0004724	Gm15669	1	0
MGP_CASTEiJ_G0009741		1	0
MGP_CASTEiJ_G0000417		1	0
MGP_CASTEiJ_G0004725	Gm15671	1	0
MGP_CASTEiJ_G0009742		1	0
MGP_CASTEiJ_G0015473	Erbb4	1	4
MGP_CASTEiJ_G0035979	Gm24765	1	0
MGP_CASTEiJ_G0000418		1	0
MGP_CASTEiJ_G0009932		1	0
MGP_CASTEiJ_G0036007	Gm25542	1	0
MGP_CASTEiJ_G0009743		1	0
MGP_CASTEiJ_G0000419		1	0
MGP_CASTEiJ_G0000420		1	0
MGP_CASTEiJ_G0000421		1	0
MGP_CASTEiJ_G0000422		1	0
MGP_CASTEiJ_G0015175	Rrs1	1	23
MGP_CASTEiJ_G0009744		1	0
MGP_CASTEiJ_G0015176	Adhfe1	1	14
MGP_CASTEiJ_G0035717	Gm16076	1	0
MGP_CASTEiJ_G0014403	2610203C22Rik	1	0
MGP_CASTEiJ_G0009933		1	0
MGP_CASTEiJ_G0009934		1	0
MGP_CASTEiJ_G0004726	Gm28497	1	0
MGP_CASTEiJ_G0004727	Gm29113	1	0
MGP_CASTEiJ_G0002591	Gm29114	1	0
MGP_CASTEiJ_G0015474	Ikzf2	1	22
MGP_CASTEiJ_G0015177	3110035E14Rik	1	0
MGP_CASTEiJ_G0035718	Gm29112	1	0
MGP_CASTEiJ_G0035719	Gm28112	1	0
MGP_CASTEiJ_G0000423		1	0
MGP_CASTEiJ_G0015475	Spag16	1	1
MGP_CASTEiJ_G0009107	Gm22665	1	0
MGP_CASTEiJ_G0036008	Gm23879	1	0
MGP_CASTEiJ_G0004639	Gm29520	1	0
MGP_CASTEiJ_G0038638		1	0
MGP_CASTEiJ_G0015178	Mybl1	1	9
MGP_CASTEiJ_G0000424		1	0
MGP_CASTEiJ_G0000425		1	0
MGP_CASTEiJ_G0036009	Gm23422	1	0
MGP_CASTEiJ_G0015476	Vwc2l	1	0
MGP_CASTEiJ_G0015179	Vcpip1	1	25
MGP_CASTEiJ_G0000268		1	0
MGP_CASTEiJ_G0015477	Bard1	1	0
MGP_CASTEiJ_G0009935		1	0
MGP_CASTEiJ_G0002537	1700034P13Rik	1	0
MGP_CASTEiJ_G0015478	Abca12	1	0
MGP_CASTEiJ_G0015479	Atic	1	345
MGP_CASTEiJ_G0015180	Sgk3	1	22
MGP_CASTEiJ_G0015480	Fn1	1	47
MGP_CASTEiJ_G0009745		1	0
MGP_CASTEiJ_G0002592	Apol7d	1	0
MGP_CASTEiJ_G0009937		1	0
MGP_CASTEiJ_G0009936		1	0
MGP_CASTEiJ_G0000426		1	0
MGP_CASTEiJ_G0004728	Gm8883	1	0
MGP_CASTEiJ_G0004729	Gm28818	1	0
MGP_CASTEiJ_G0035980	Gm22607	1	0
MGP_CASTEiJ_G0004730	4933417E11Rik	1	0
MGP_CASTEiJ_G0004731	4930556G22Rik	1	0
MGP_CASTEiJ_G0009938		1	3
MGP_CASTEiJ_G0004732	Gm4319	1	0
MGP_CASTEiJ_G0015481	Mreg	1	4
MGP_CASTEiJ_G0004733	D230017M19Rik	1	13
MGP_CASTEiJ_G0015482	Pecr	1	24
MGP_CASTEiJ_G0015483	Tmem169	1	0
MGP_CASTEiJ_G0015484	Xrcc5	1	238
MGP_CASTEiJ_G0015485	March4	1	0
MGP_CASTEiJ_G0015486	Smarcal1	1	98
MGP_CASTEiJ_G0015487	Ankar	1	0
MGP_CASTEiJ_G0015488	Rpl37a	1	648
MGP_CASTEiJ_G0009709		1	1
MGP_CASTEiJ_G0015181	Mcmdc2	1	0
MGP_CASTEiJ_G0015489	Igfbp2	1	7
MGP_CASTEiJ_G0015490	Igfbp5	1	26
MGP_CASTEiJ_G0002593	1700027A15Rik	1	0
MGP_CASTEiJ_G0015491	Tnp1	1	0
MGP_CASTEiJ_G0004640	Snhg6	1	3
MGP_CASTEiJ_G0037160	Snord87	1	0
MGP_CASTEiJ_G0000427		1	0
MGP_CASTEiJ_G0015182	Tcf24	1	12
MGP_CASTEiJ_G0004734	Gm29185	1	0
MGP_CASTEiJ_G0009939		1	0
MGP_CASTEiJ_G0000285		1	0
MGP_CASTEiJ_G0015183	Ppp1r42	1	0
MGP_CASTEiJ_G0004735	Pinc	1	0
MGP_CASTEiJ_G0009108	Gm27315	1	0
MGP_CASTEiJ_G0004736	D530049I02Rik	1	0
MGP_CASTEiJ_G0002538	Gm15818	1	0
MGP_CASTEiJ_G0009940		1	0
MGP_CASTEiJ_G0004737	C530043A13Rik	1	0
MGP_CASTEiJ_G0004738	Gm29186	1	0
MGP_CASTEiJ_G0004739	6030407O03Rik	1	0
MGP_CASTEiJ_G0035981	Gm24674	1	0
MGP_CASTEiJ_G0004740	Gm29183	1	0
MGP_CASTEiJ_G0035356	Gm25329	1	0
MGP_CASTEiJ_G0007444	Mir6351	1	0
MGP_CASTEiJ_G0015184	Cops5	1	25
MGP_CASTEiJ_G0015492	Tns1	1	4826
MGP_CASTEiJ_G0015185	Cspp1	1	157
MGP_CASTEiJ_G0015493	Rufy4	1	1
MGP_CASTEiJ_G0015494	Cxcr2	1	0
MGP_CASTEiJ_G0015495	Cxcr1	1	1
MGP_CASTEiJ_G0007445	Mir1928	1	0
MGP_CASTEiJ_G0015496	Arpc2	1	187
MGP_CASTEiJ_G0000286		1	0
MGP_CASTEiJ_G0015497	Gpbar1	1	0
MGP_CASTEiJ_G0015498	Aamp	1	184
MGP_CASTEiJ_G0002594	Gm28364	1	0
MGP_CASTEiJ_G0015499	Pnkd	1	588
MGP_CASTEiJ_G0000428		1	0
MGP_CASTEiJ_G0015500		1	381
MGP_CASTEiJ_G0035720	Gm29358	1	5
MGP_CASTEiJ_G0000429		1	0
MGP_CASTEiJ_G0015501	Catip	1	3
MGP_CASTEiJ_G0015502	Slc11a1	1	1
MGP_CASTEiJ_G0015503		1	289
MGP_CASTEiJ_G0007446	Mir26b	1	0
MGP_CASTEiJ_G0015504	Vil1	1	31
MGP_CASTEiJ_G0015505	Usp37	1	122
MGP_CASTEiJ_G0000430		1	0
MGP_CASTEiJ_G0015506	Cnot9	1	126
MGP_CASTEiJ_G0015507	Plcd4	1	6
MGP_CASTEiJ_G0015508	Zfp142	1	57
MGP_CASTEiJ_G0007447	Gm25035	1	0
MGP_CASTEiJ_G0015509	Bcs1l	1	29
MGP_CASTEiJ_G0015510	Rnf25	1	40
MGP_CASTEiJ_G0015511	Stk36	1	80
MGP_CASTEiJ_G0015512	Ttll4	1	163
MGP_CASTEiJ_G0015513	Cyp27a1	1	11
MGP_CASTEiJ_G0015514	Prkag3	1	11
MGP_CASTEiJ_G0009109	Gm27507	1	0
MGP_CASTEiJ_G0015515	Wnt6	1	0
MGP_CASTEiJ_G0002595	Gm29539	1	0
MGP_CASTEiJ_G0015516	Wnt10a	1	0
MGP_CASTEiJ_G0014416	Gm16582	1	0
MGP_CASTEiJ_G0015517	Cdk5r2	1	0
MGP_CASTEiJ_G0015518	Fev	1	1
MGP_CASTEiJ_G0015519	Cryba2	1	9
MGP_CASTEiJ_G0007448	Mir375	1	0
MGP_CASTEiJ_G0015520	Ccdc108	1	9
MGP_CASTEiJ_G0002596	Gm15841	1	0
MGP_CASTEiJ_G0015521	Ihh	1	5
MGP_CASTEiJ_G0000431		1	0
MGP_CASTEiJ_G0015522	Nhej1	1	70
MGP_CASTEiJ_G0015186	Arfgef1	1	402
MGP_CASTEiJ_G0015523	Slc23a3	1	21
MGP_CASTEiJ_G0015524	Cnppd1	1	248
MGP_CASTEiJ_G0015525	Fam134a	1	183
MGP_CASTEiJ_G0015526	Zfand2b	1	206
MGP_CASTEiJ_G0015527	Abcb6	1	19
MGP_CASTEiJ_G0014417	Gm29253	1	0
MGP_CASTEiJ_G0015528	Atg9a	1	94
MGP_CASTEiJ_G0015529	Ankzf1	1	81
MGP_CASTEiJ_G0015530	Glb1l	1	58
MGP_CASTEiJ_G0007449	Gm27943	1	0
MGP_CASTEiJ_G0015531	Stk16	1	61
MGP_CASTEiJ_G0015532	Tuba4a	1	87
MGP_CASTEiJ_G0015533	A630095N17Rik	1	2
MGP_CASTEiJ_G0015534	Dnajb2	1	437
MGP_CASTEiJ_G0015535	Ptprn	1	10
MGP_CASTEiJ_G0002597	Gm28294	1	0
MGP_CASTEiJ_G0015536	Resp18	1	2
MGP_CASTEiJ_G0002598	Gm28902	1	0
MGP_CASTEiJ_G0015537	Dnpep	1	129
MGP_CASTEiJ_G0009096	Gm26348	1	0
MGP_CASTEiJ_G0015538	Des	1	0
MGP_CASTEiJ_G0002599	Gm15179	1	0
MGP_CASTEiJ_G0015539	Speg	1	6
MGP_CASTEiJ_G0002600	Gm15178	1	0
MGP_CASTEiJ_G0015540	Gmppa	1	232
MGP_CASTEiJ_G0015541	Asic4	1	1
MGP_CASTEiJ_G0000432		1	0
MGP_CASTEiJ_G0015542	Chpf	1	128
MGP_CASTEiJ_G0015543	Obsl1	1	30
MGP_CASTEiJ_G0015544	Tmem198	1	20
MGP_CASTEiJ_G0015545	Inha	1	4
MGP_CASTEiJ_G0038639		1	0
MGP_CASTEiJ_G0015546	Stk11ip	1	118
MGP_CASTEiJ_G0009941		1	0
MGP_CASTEiJ_G0015547	Slc4a3	1	95
MGP_CASTEiJ_G0009942		1	0
MGP_CASTEiJ_G0009943		1	0
MGP_CASTEiJ_G0009944		1	0
MGP_CASTEiJ_G0000287		1	0
MGP_CASTEiJ_G0004741	Gm29065	1	3
MGP_CASTEiJ_G0009945		1	0
MGP_CASTEiJ_G0004742	Gm29069	1	0
MGP_CASTEiJ_G0004743	Gm17751	1	0
MGP_CASTEiJ_G0007450	Mir6343	1	0
MGP_CASTEiJ_G0004744	Gm816	1	0
MGP_CASTEiJ_G0015187	Cpa6	1	0
MGP_CASTEiJ_G0000433		1	0
MGP_CASTEiJ_G0035357	Gm25974	1	0
MGP_CASTEiJ_G0015548	Epha4	1	47
MGP_CASTEiJ_G0007451	Mir6352	1	0
MGP_CASTEiJ_G0004745	Gm28386	1	0
MGP_CASTEiJ_G0009946		1	0
MGP_CASTEiJ_G0036010	Gm26263	1	0
MGP_CASTEiJ_G0004746	Gm28387	1	0
MGP_CASTEiJ_G0015549	Pax3	1	1
MGP_CASTEiJ_G0000288		1	0
MGP_CASTEiJ_G0015550	Sgpp2	1	854
MGP_CASTEiJ_G0002601	Gm28410	1	2
MGP_CASTEiJ_G0000434		1	0
MGP_CASTEiJ_G0015551	Farsb	1	69
MGP_CASTEiJ_G0038640		1	0
MGP_CASTEiJ_G0000435		1	0
MGP_CASTEiJ_G0015552		1	0
MGP_CASTEiJ_G0015553	Mogat1	1	0
MGP_CASTEiJ_G0004747	5730419F03Rik	1	0
MGP_CASTEiJ_G0004748	Gm29611	1	0
MGP_CASTEiJ_G0015554	Acsl3	1	104
MGP_CASTEiJ_G0015555	Utp14b	1	13
MGP_CASTEiJ_G0009947		1	0
MGP_CASTEiJ_G0009948		1	8
MGP_CASTEiJ_G0004749		1	0
MGP_CASTEiJ_G0015556	Kcne4	1	0
MGP_CASTEiJ_G0004750	Gm29187	1	0
MGP_CASTEiJ_G0000269		1	0
MGP_CASTEiJ_G0009746		1	0
MGP_CASTEiJ_G0009747		1	0
MGP_CASTEiJ_G0035982	Gm25253	1	0
MGP_CASTEiJ_G0015557	Scg2	1	0
MGP_CASTEiJ_G0009949		1	0
MGP_CASTEiJ_G0037200	Gm24160	1	0
MGP_CASTEiJ_G0015558	Ap1s3	1	13
MGP_CASTEiJ_G0000436		1	0
MGP_CASTEiJ_G0015559	Wdfy1	1	1160
MGP_CASTEiJ_G0000437		1	0
MGP_CASTEiJ_G0015560	Mrpl44	1	110
MGP_CASTEiJ_G0015561	Serpine2	1	1196
MGP_CASTEiJ_G0009950		1	0
MGP_CASTEiJ_G0009951		1	0
MGP_CASTEiJ_G0000438		1	0
MGP_CASTEiJ_G0004751	9830004L10Rik	1	0
MGP_CASTEiJ_G0015562	Fam124b	1	0
MGP_CASTEiJ_G0004752	2310015K22Rik	1	0
MGP_CASTEiJ_G0000439		1	1
MGP_CASTEiJ_G0015563	Cul3	1	141
MGP_CASTEiJ_G0000440		1	1
MGP_CASTEiJ_G0000441		1	1
MGP_CASTEiJ_G0015564	Gm7104	1	0
MGP_CASTEiJ_G0004753	1700016L21Rik	1	0
MGP_CASTEiJ_G0015565	Dock10	1	0
MGP_CASTEiJ_G0009748		1	0
MGP_CASTEiJ_G0000442		1	0
MGP_CASTEiJ_G0000443		1	0
MGP_CASTEiJ_G0000444		1	0
MGP_CASTEiJ_G0009952		1	0
MGP_CASTEiJ_G0015566	Nyap2	1	0
MGP_CASTEiJ_G0000289		1	0
MGP_CASTEiJ_G0000445		1	0
MGP_CASTEiJ_G0009953		1	0
MGP_CASTEiJ_G0009954		1	0
MGP_CASTEiJ_G0000446		1	0
MGP_CASTEiJ_G0007452	Mir6344	1	0
MGP_CASTEiJ_G0009749		1	3
MGP_CASTEiJ_G0015567	Gm9747	1	30
MGP_CASTEiJ_G0015568	Irs1	1	83
MGP_CASTEiJ_G0015569	Rhbdd1	1	249
MGP_CASTEiJ_G0000447		1	0
MGP_CASTEiJ_G0002602		1	3
MGP_CASTEiJ_G0015570	Col4a4	1	535
MGP_CASTEiJ_G0015571	Col4a3	1	929
MGP_CASTEiJ_G0035358	n-R5s213	1	0
MGP_CASTEiJ_G0037161	Gm22963	1	0
MGP_CASTEiJ_G0014418	C430014B12Rik	1	1
MGP_CASTEiJ_G0015572	Mff	1	248
MGP_CASTEiJ_G0035721	Gm28941	1	1
MGP_CASTEiJ_G0015573	Tm4sf20	1	2
MGP_CASTEiJ_G0009955		1	0
MGP_CASTEiJ_G0000448		1	0
MGP_CASTEiJ_G0004754	Gm28942	1	0
MGP_CASTEiJ_G0009956		1	1
MGP_CASTEiJ_G0007453	Gm22396	1	0
MGP_CASTEiJ_G0015574	Agfg1	1	414
MGP_CASTEiJ_G0015575	Slc19a3	1	48
MGP_CASTEiJ_G0009957		1	0
MGP_CASTEiJ_G0009958		1	0
MGP_CASTEiJ_G0009959		1	1
MGP_CASTEiJ_G0004755		1	0
MGP_CASTEiJ_G0000449		1	0
MGP_CASTEiJ_G0009960		1	0
MGP_CASTEiJ_G0015576	Ccl20	1	0
MGP_CASTEiJ_G0015577	Daw1	1	2
MGP_CASTEiJ_G0015188	Prex2	1	20
MGP_CASTEiJ_G0009961		1	0
MGP_CASTEiJ_G0035359	n-R5s214	1	0
MGP_CASTEiJ_G0015578	Sphkap	1	0
MGP_CASTEiJ_G0009962		1	7
MGP_CASTEiJ_G0000450		1	0
MGP_CASTEiJ_G0000451		1	0
MGP_CASTEiJ_G0037201	Gm24555	1	0
MGP_CASTEiJ_G0015579	Pid1	1	0
MGP_CASTEiJ_G0000452		1	0
MGP_CASTEiJ_G0009963		1	0
MGP_CASTEiJ_G0007454	Mir6353	1	0
MGP_CASTEiJ_G0015580	Dner	1	0
MGP_CASTEiJ_G0000453		1	0
MGP_CASTEiJ_G0000454		1	0
MGP_CASTEiJ_G0007455	Mir5126	1	0
MGP_CASTEiJ_G0015581	Trip12	1	293
MGP_CASTEiJ_G0037162	Gm24173	1	0
MGP_CASTEiJ_G0000455		1	0
MGP_CASTEiJ_G0000456		1	0
MGP_CASTEiJ_G0015582	Fbxo36	1	13
MGP_CASTEiJ_G0015583	Slc16a14	1	0
MGP_CASTEiJ_G0035710	Gm19938	1	0
MGP_CASTEiJ_G0015584		1	0
MGP_CASTEiJ_G0035360	n-R5s215	1	0
MGP_CASTEiJ_G0015585		1	0
MGP_CASTEiJ_G0007456	Mir8096	1	0
MGP_CASTEiJ_G0007457	Gm25472	1	0
MGP_CASTEiJ_G0004756	9930111H07Rik	1	0
MGP_CASTEiJ_G0009110	Gm22906	1	0
MGP_CASTEiJ_G0015586	Cab39	1	362
MGP_CASTEiJ_G0009750		1	0
MGP_CASTEiJ_G0015587	Itm2c	1	544
MGP_CASTEiJ_G0015588		1	0
MGP_CASTEiJ_G0002603	Gm28884	1	0
MGP_CASTEiJ_G0015589	Gpr55	1	1
MGP_CASTEiJ_G0004757	Gm28100	1	0
MGP_CASTEiJ_G0015590	Spata3	1	0
MGP_CASTEiJ_G0015591	2810459M11Rik	1	76
MGP_CASTEiJ_G0015592		1	334
MGP_CASTEiJ_G0037202	Gm22786	1	0
MGP_CASTEiJ_G0015593	Htr2b	1	0
MGP_CASTEiJ_G0000457		1	0
MGP_CASTEiJ_G0015594		1	0
MGP_CASTEiJ_G0015595	Armc9	1	29
MGP_CASTEiJ_G0002604	Gm16341	1	0
MGP_CASTEiJ_G0015596	B3gnt7	1	1
MGP_CASTEiJ_G0002605	Gm28626	1	0
MGP_CASTEiJ_G0009964		1	0
MGP_CASTEiJ_G0009965		1	6
MGP_CASTEiJ_G0015597	Ncl	1	702
MGP_CASTEiJ_G0037203	Snora75	1	0
MGP_CASTEiJ_G0007458	Mir3535	1	0
MGP_CASTEiJ_G0037204	Gm24148	1	0
MGP_CASTEiJ_G0037205	Snord82	1	0
MGP_CASTEiJ_G0014419	C130036L24Rik	1	6
MGP_CASTEiJ_G0015598	Nmur1	1	0
MGP_CASTEiJ_G0015599	1700019O17Rik	1	0
MGP_CASTEiJ_G0009966		1	0
MGP_CASTEiJ_G0015600		1	1226
MGP_CASTEiJ_G0015601	Pde6d	1	0
MGP_CASTEiJ_G0000458		1	0
MGP_CASTEiJ_G0015602	Cops7b	1	77
MGP_CASTEiJ_G0007459	Gm22955	1	0
MGP_CASTEiJ_G0000459		1	0
MGP_CASTEiJ_G0015603	Nppc	1	5
MGP_CASTEiJ_G0015604	Dis3l2	1	38
MGP_CASTEiJ_G0009967		1	0
MGP_CASTEiJ_G0000460		1	0
MGP_CASTEiJ_G0000461		1	0
MGP_CASTEiJ_G0000462		1	0
MGP_CASTEiJ_G0000463		1	0
MGP_CASTEiJ_G0000464		1	0
MGP_CASTEiJ_G0000465		1	0
MGP_CASTEiJ_G0002606	Gm28375	1	0
MGP_CASTEiJ_G0000466		1	0
MGP_CASTEiJ_G0000467		1	0
MGP_CASTEiJ_G0038641		1	3
MGP_CASTEiJ_G0015605	Alppl2	1	0
MGP_CASTEiJ_G0004758		1	0
MGP_CASTEiJ_G0015606	Alpi	1	0
MGP_CASTEiJ_G0009968		1	0
MGP_CASTEiJ_G0015607	Akp3	1	0
MGP_CASTEiJ_G0004759	Gm29374	1	0
MGP_CASTEiJ_G0015608	Ecel1	1	0
MGP_CASTEiJ_G0015609	Prss56	1	0
MGP_CASTEiJ_G0015610	Chrnd	1	0
MGP_CASTEiJ_G0015611	Chrng	1	1
MGP_CASTEiJ_G0015612	Eif4e2	1	53
MGP_CASTEiJ_G0000290		1	0
MGP_CASTEiJ_G0036011	Gm26187	1	0
MGP_CASTEiJ_G0015613	Efhd1	1	6
MGP_CASTEiJ_G0002607	Efhd1os	1	0
MGP_CASTEiJ_G0015614	Gigyf2	1	217
MGP_CASTEiJ_G0036012	Gm22549	1	0
MGP_CASTEiJ_G0015615	Kcnj13	1	56
MGP_CASTEiJ_G0036013	Gm23504	1	0
MGP_CASTEiJ_G0015616	3110079O15Rik	1	0
MGP_CASTEiJ_G0015617	Ngef	1	248
